Study_number,Authors,Title,Source,Volume,Issue,BP,EP,PubYear,Notes,Citations,DE,DLD,DOI,nonEnglish,Rank,SearchDate,SearchTerm,TF,UT,SN,Copy,DLD_count,DE_count,Requested
2090,"Meyns, B; Van de Wiele, T; Doulami, F; Marle, C; De Sloovere, A; van de Wiele, K; Fant, F; Verstraete, W",Remediation of TNT-contaminated soils by anaerobic proteinaceous immobilisation,WATER AIR AND SOIL POLLUTION,138,1-4,37,49,2002,,1,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,WOS:000175763400004,0049-6979,,924,900,
2091,"Michel, K; Matzner, E",Nitrogen content of forest floor Oa layers affects carbon pathways and nitrogen mineralization,SOIL BIOLOGY & BIOCHEMISTRY,34,11,1807,1813,2002,,20,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:000179996900030,0038-0717,,924,900,
2092,"Mikan, CJ; Schimel, JP; Doyle, AP",Temperature controls of microbial respiration in arctic tundra soils above and below freezing,SOIL BIOLOGY & BIOCHEMISTRY,34,11,1785,1795,2002,,58,N,Y,,N,1,9/26/2008,"Topic=(""soil respiration"")",,WOS:000179996900028,0038-0717,,925,901,
2093,"Milyukova, IM; Kolle, O; Varlagin, AV; Vygodskaya, NN; Schulze, ED; Lloyd, J",Carbon balance of a southern taiga spruce stand in European Russia,TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY,54,5,429,442,2002,,18,N,Y,,N,2,9/26/2008,"Topic=(""soil respiration"")",,WOS:000180094100004,0280-6509,,926,902,
2094,"Min, H; Ye, YF; Chen, ZY; Wu, WX; Du, YF",Effects of butachlor on microbial enzyme activities in paddy soil,JOURNAL OF ENVIRONMENTAL SCIENCES-CHINA,14,3,413,417,2002,,2,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,WOS:000177001000020,1001-0742,,926,902,
2095,"Moore, TR; Bubier, JL; Frolking, SE; Lafleur, PM; Roulet, NT",Plant biomass and production and CO2 exchange in an ombrotrophic bog,JOURNAL OF ECOLOGY,90,1,25,36,2002,,54,Y,Y,,N,1,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,WOS:000174154500003,0022-0477,,927,903,
2096,"Moreno, JL; Hernandez, T; Perez, A; Garcia, C",Toxicity of cadmium to soil microbial activity: effect of sewage sludge addition to soil on the ecological dose,APPLIED SOIL ECOLOGY,21,2,149,158,2002,,8,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,WOS:000177806000005,0929-1393,,927,903,
2097,"Mortazavi, B; Chanton, JP",Carbon isotopic discrimination and control of nighttime canopy delta O-18-CO2 in a pine forest in the southeastern United States,GLOBAL BIOGEOCHEMICAL CYCLES,16,1,,,2002,,14,,,10.1029/2000GB001390,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:000178880800013,0886-6236,,927,903,
2098,"Muller, AK; Westergaard, K; Christensen, S; Sorensen, SJ",The diversity and function of soil microbial communities exposed to different disturbances,MICROBIAL ECOLOGY,44,1,49,58,2002,,47,,,10.1007/s00248-001-0042-8,N,4,9/26/2008,"Topic=(""soil respiration"")",,WOS:000177544200006,0095-3628,,927,903,
2099,"Muraoka, H; Uchida, M; Mishio, M; Nakatsubo, T; Kanda, H; Koizumi, H","Leaf photosynthetic characteristics and net primary production of the polar willow (Salix polaris) in a high arctic polar semi-desert, Ny-Alesund, Svalbard",CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,80,11,1193,1202,2002,,6,,,10.1139/B02-108,N,3,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,WOS:000180218000007,0008-4026,,927,903,
2100,"Nakadai, T; Yokozawa, M; Ikeda, H; Koizumi, H",Diurnal changes of carbon dioxide flux from bare soil in agricultural field in Japan,APPLIED SOIL ECOLOGY,19,2,161,171,2002,,12,N,Y,,N,1,9/26/2008,"Topic=(""soil respiration"")",,WOS:000177053600006,0929-1393,,928,904,
2101,"Nyberg, G; Ekblad, A; Buresh, R; Hogberg, P",Short-term patterns of carbon and nitrogen mineralisation in a fallow field amended with green manures from agroforestry trees,BIOLOGY AND FERTILITY OF SOILS,36,1,18,25,2002,,6,,,10.1007/s00374-002-0484-2,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:000177885700003,0178-2762,,928,904,
2102,"O'Neill, KP; Kasischke, ES; Richter, DD","Environmental controls on soil CO2 flux following fire in black spruce, white spruce, and aspen stands of interior Alaska",CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,32,9,1525,1541,2002,,33,Y,Y,10.1139/X02-077,N,2,9/26/2008,"Topic=((""soil co2 efflux"" or ""soil co2 flux"" or ""soil carbon flux"" or ""soil carbon efflux"") not ""soil respiration"")",,WOS:000178510700003,0045-5067,,929,905,
2103,"Oberbauer, Steven F.; Tweedie, Craig E.; Webber, Patrick J.; Kuchy, Andrea; Elmore, Elizabeth; Hollister, Robert D.; Starr, Greg",Tundra carbon fluxes in response to experimental warming along moisture and climate gradients in Northern Alaska,Ecological Society of America Annual Meeting Abstracts,87,,227,,2002,,0,,,,N,4,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,BIOSIS:PREV200200604523,,,929,905,
2104,"Ogee, J; Brunet, Y",A forest floor model for heat and moisture including a litter layer,JOURNAL OF HYDROLOGY,255,1-4,212,233,2002,,19,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:000172800400014,0022-1694,,929,905,
2105,"Pacca, S; Horvath, A",Greenhouse gas emissions from building and operating electric power plants in the upper Colorado River Basin,ENVIRONMENTAL SCIENCE & TECHNOLOGY,36,14,3194,3200,2002,,12,,,10.1021/es0155884,N,4,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,WOS:000176855600024,0013-936X,,929,905,
2106,"Palm, CA; Alegre, JC; Arevalo, L; Mutuo, PK; Mosier, AR; Coe, R",Nitrous oxide and methane fluxes in six different land use systems in the Peruvian Amazon,GLOBAL BIOGEOCHEMICAL CYCLES,16,4,,,2002,,14,,,10.1029/2001GB001855,N,4,9/26/2008,"Topic=(""soil respiration"")",,WOS:000180874100021,0886-6236,,929,905,
2107,"Pandey, DN",Global climate change and carbon management in multifunctional forests,CURRENT SCIENCE,83,5,593,602,2002,,12,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,WOS:000178089800022,0011-3891,,929,905,
2108,"Pangle, RE; Seiler, J","Influence of seedling roots, environmental factors and soil characteristics on soil CO2 efflux rates in a 2-year-old loblolly pine (Pinus taeda L.) plantation in the Virginia Piedmont",ENVIRONMENTAL POLLUTION,116,,S85,S96,2002,,13,Y,Y,,N,2,9/26/2008,"Topic=(""soil respiration"")",,WOS:000173291500011,0269-7491,,930,906,
2109,"Parsons, Andrew N.; Barrett, John E.; Virginia, Ross A.; Wall, Diana H.",Responses of Antarctic dry valley soil biota and soil respiration to long-term carbon and climate manipulations,Ecological Society of America Annual Meeting Abstracts,87,,232,,2002,,0,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV200200604553,,,930,906,
2110,"Pendall, E","Where does all the carbon go? The missing sink - Tracing carbon in elevated CO2 experiments: a Workshop on Isotopic Analyses of where the Carbon is going, Durham, NC, USA, October 2001",NEW PHYTOLOGIST,153,2,207,210,2002,,1,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,WOS:000173715400003,0028-646X,,930,906,
2111,"Pinto, AD; Bustamante, MMC; Kisselle, K; Burke, R; Zepp, R; Viana, LT; Varella, RF; Molina, M","Soil emissions of N2O, NO, and CO2 in Brazilian Savannas: Effects of vegetation type, seasonality, and prescribed fires",JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,107,D20,,,2002,,12,N,Y,10.1029/2001JD000342,N,1,9/26/2008,"Topic=(""soil respiration"")",,WOS:000180466200110,0747-7309,Nellie,931,907,
2112,"Pippen, Jeff S.; Bernhardt, Emily S.; Schlesinger, William H.",Soil CO2 dynamics during five years of Free-Air Carbon Dioxide Enrichment in Duke Forest.,Ecological Society of America Annual Meeting Abstracts,87,,410,,2002,,0,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV200300075428,,,931,907,
2113,"Plante, AF; McGill, WB",Soil aggregate dynamics and the retention of organic matter in laboratory-incubated soil with differing simulated tillage frequencies,SOIL & TILLAGE RESEARCH,66,1,79,92,2002,,25,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:000176223600008,0167-1987,,931,907,
2114,"Pussinen, A; Karjalainen, T; Makipaa, R; Valsta, L; Kellomaki, S",Forest carbon sequestration and harvests in Scots pine stand under different climate and nitrogen deposition scenarios,FOREST ECOLOGY AND MANAGEMENT,158,1-3,103,115,2002,,19,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:000174640200009,0378-1127,,931,907,
2115,"Pypker, TG; Fredeen, AL",Ecosystem CO2 flux over two growing seasons for a sub-Boreal clearcut 5 and 6 years after harvest,AGRICULTURAL AND FOREST METEOROLOGY,114,1-2,15,30,2002,,12,Y,Y,,N,1,9/26/2008,"Topic=(""soil respiration"")",,WOS:000179618000002,0168-1923,,932,908,
2116,"Pypker, TG; Fredeen, AL",The growing season carbon balance of a sub-boreal clearcut 5 years after harvesting using two independent approaches to measure ecosystem CO2 flux,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,32,5,852,862,2002,,9,N,Y,10.1139/X01-187,N,1,9/26/2008,"Topic=(""soil respiration"")",,WOS:000175619300011,0045-5067,,933,909,
2117,"Qi, Y; Xu, M; Wu, JG",Temperature sensitivity of soil respiration and its effects on ecosystem carbon budget: nonlinearity begets surprises,ECOLOGICAL MODELLING,153,1-2,131,142,2002,,23,N,Y,,N,1,9/26/2008,"Topic=(""soil respiration"")",,WOS:000176728000009,0304-3800,,934,910,
2118,"Raich, Jim; Dornbush, Matt",Plant phenology affects seasonal patterns of soil respiration in central Iowa grasslands,Ecological Society of America Annual Meeting Abstracts,87,,242,,2002,,0,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV200200604604,,,934,910,
2119,"Raich, JW; Potter, CS; Bhagawati, D","Interannual variability in global soil respiration, 1980-94",GLOBAL CHANGE BIOLOGY,8,8,800,812,2002,,81,N,Y,,N,1,9/26/2008,"Topic=(""soil respiration"")",,WOS:000176798400008,1354-1013,,935,911,
2120,"Randerson, JT; Chapin, FS; Harden, JW; Neff, JC; Harmon, ME",Net ecosystem production: A comprehensive measure of net carbon accumulation by ecosystems,ECOLOGICAL APPLICATIONS,12,4,937,947,2002,,30,,,,N,4,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,WOS:000177384300001,1051-0761,,935,911,
2121,"Randerson, JT; Still, CJ; Balle, JJ; Fung, IY; Doney, SC; Tans, PP; Conway, TJ; White, JWC; Vaughn, B; Suits, N; Denning, AS",Carbon isotope discrimination of arctic and boreal biomes inferred from remote atmospheric measurements and a biosphere-atmosphere model,GLOBAL BIOGEOCHEMICAL CYCLES,16,3,,,2002,,27,,,10.1029/2001GB001435,N,4,9/26/2008,"Topic=(""soil respiration"")",,WOS:000179008700018,0886-6236,,935,911,
2122,"Randolph, J. C.; Wayson, C. A.; Schmid, H. P.",Significance of soil respiration in determining seasonal and annual net carbon dioxide fluxes from a mid-latitude deciduous forest,Ecological Society of America Annual Meeting Abstracts,87,,242,243,2002,,0,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV200200604607,,,935,911,
2123,"Rannik, U; Altimir, N; Raittila, J; Suni, T; Gaman, A; Hussein, T; Holtta, T; Lassila, H; Latokartano, M; Lauri, A; Natsheh, A; Petaja, T; Sorjamaa, R; Yla-Mella, H; Keronen, P; Berninger, F; Vesala, T; Hari, P; Kulmala, M",Fluxes of carbon dioxide and water vapour over Scots pine forest and clearing,AGRICULTURAL AND FOREST METEOROLOGY,111,3,187,202,2002,,20,N,Y,,N,2,9/26/2008,"Topic=(""soil respiration"")",,WOS:000176933400003,0168-1923,,936,912,
2124,"Rasse, DP",Nitrogen deposition and atmospheric CO2 interactions on fine root dynamics in temperate forests: a theoretical model analysis,GLOBAL CHANGE BIOLOGY,8,5,486,503,2002,,10,,,,N,3,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,WOS:000175426300006,1354-1013,,936,912,
2125,"Rath, AK; Ramakrishnan, B; Sethunathan, N",Temperature dependence of methane production in tropical rice soils,GEOMICROBIOLOGY JOURNAL,19,6,581,592,2002,,3,,,10.1080/01490450290098595,N,4,9/26/2008,"Topic=(q10 and soil and co2 not ""soil respiration"")",,WOS:000180456000004,0149-0451,,936,912,
2126,"Redman, Charles L.; Grimm, Nancy B.",The urban ecology of central Arizona-Phoenix,Ecological Society of America Annual Meeting Abstracts,87,,43,44,2002,,0,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV200200604120,,,936,912,
2127,"Reichstein, M; Tenhunen, JD; Roupsard, O; Ourcival, JM; Rambal, S; Dore, S; Valentini, R",Ecosystem respiration in two Mediterranean evergreen Holm Oak forests: drought effects and decomposition dynamics,FUNCTIONAL ECOLOGY,16,1,27,39,2002,,61,N,Y,,N,1,9/26/2008,"Topic=(q10 and soil and co2 not ""soil respiration"")",,WOS:000174295500004,0269-8463,,937,913,
2128,"Reichstein, M; Tenhunen, JD; Roupsard, O; Ourcival, JM; Rambal, S; Miglietta, F; Peressotti, A; Pecchiari, M; Tirone, G; Valentini, R",Severe drought effects on ecosystem CO2 and H2O fluxes at three Mediterranean evergreen sites: revision of current hypotheses?,GLOBAL CHANGE BIOLOGY,8,10,999,1017,2002,,78,N,Y,,N,2,9/26/2008,"Topic=(""soil respiration"")",,WOS:000177853000006,1354-1013,,938,914,
2129,"Rey, A; Pegoraro, E; Tedeschi, V; De Parri, I; Jarvis, PG; Valentini, R",Annual variation in soil respiration and its components in a coppice oak forest in Central Italy,GLOBAL CHANGE BIOLOGY,8,9,851,866,2002,,83,Y,Y,,N,1,9/26/2008,"Topic=(""soil respiration""); B-L2004",,WOS:000177545800004,1354-1013,,939,915,
2130,"Rhoades, C; Barnes, T; Washburn, B",Prescribed fire and herbicide effects on soil processes during barrens restoration,RESTORATION ECOLOGY,10,4,656,664,2002,,8,N,Y,,N,2,9/26/2008,"Topic=(""soil respiration"")",,WOS:000179493700006,1061-2971,Valya,940,916,
2131,"Richardson, SJ; Press, MC; Parsons, AN; Hartley, SE",How do nutrients and warming impact on plant communities and their insect herbivores? A 9-year study from a sub-Arctic heath,JOURNAL OF ECOLOGY,90,3,544,556,2002,,24,,,,N,3,9/26/2008,"Topic=(""soil respiration"")",,WOS:000175666900012,0022-0477,,940,916,
2132,"Risk, D; Kellman, L; Beltrami, H",Carbon dioxide in soil profiles: Production and temperature dependence,GEOPHYSICAL RESEARCH LETTERS,29,6,,,2002,,11,N,Y,10.1029/2001GL014002,N,2,9/26/2008,"Topic=(""soil respiration"")",,WOS:000178886600010,0094-8276,,941,917,
2133,"Risk, D; Kellman, L; Beltrami, H",Soil CO2 production and surface flux at four climate observatories in eastern Canada,GLOBAL BIOGEOCHEMICAL CYCLES,16,4,,,2002,,9,Y,Y,10.1029/2001GB001831,N,1,9/26/2008,"Topic=(""soil respiration"")",,WOS:000181063200001,0886-6236,,942,918,
2134,"Roeser, Carola; Montagnani, Leonardo; Schulze, E.-Detlef; Mollicone, Danilo; Kolle, Olaf; Meroni, Michele; Papale, Dario; Marchesini, Luca Belelli; Federici, Sandro; Valentini, Riccardo","Net CO2 exchange rates in three different successional stages of the ""Dark Taiga"" of central Siberia.",Tellus Series B Chemical and Physical Meteorology,54B,5,642,654,2002,,0,N,Y,,N,1,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,BIOSIS:PREV200300207788,0280-6509 (ISSN print),,943,919,
2135,"Roser, C; Montagnani, L; Schulze, ED; Mollicone, D; Kolle, O; Meroni, M; Papale, D; Marchesini, LB; Federici, S; Valentini, R","Net CO2 exchange rates in three different successional stages of the ""Dark Taiga"" of central Siberia",TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY,54,5,642,654,2002,,15,N,Y,,N,1,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,WOS:000180094100017,0280-6509,,944,920,
2136,"Roxburgh, SH",'Surprising' ecological results and the carbon balance gradient in European forests,JOURNAL OF VEGETATION SCIENCE,13,1,135,139,2002,,0,,,,N,3,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,WOS:000175252300014,1100-9233,,944,920,
2137,"Saigusa, N; Yamamoto, S; Murayama, S; Kondo, H; Nishimura, N",Gross primary production and net ecosystem exchange of a cool-temperate deciduous forest estimated by the eddy covariance method,AGRICULTURAL AND FOREST METEOROLOGY,112,3-4,203,215,2002,,53,,,,N,3,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,WOS:000178632200007,0168-1923,,944,920,
2138,"Salazar, JML; Perez, NM; Hernandez, PA; Soriano, T; Barahona, F; Olmos, R; Cartagena, R; Lopez, DL; Lima, RN; Melian, G; Galindo, I; Padron, E; Sumino, H; Notsu, K","Precursory diffuse carbon dioxide degassing signature related to a 5.1 magnitude earthquake in El Salvador, Central America",EARTH AND PLANETARY SCIENCE LETTERS,205,1-2,81,89,2002,,7,,,,N,3,9/26/2008,"Topic=((""soil co2 efflux"" or ""soil co2 flux"" or ""soil carbon flux"" or ""soil carbon efflux"") not ""soil respiration"")",,WOS:000180275800007,0012-821X,,944,920,
2139,"Saleska, SR; Shaw, MR; Fischer, ML; Dunne, JA; Still, CJ; Holman, ML; Harte, J",Plant community composition mediates both large transient decline and predicted long-term recovery of soil carbon under climate warming,GLOBAL BIOGEOCHEMICAL CYCLES,16,4,,,2002,,14,,,10.1029/2001GB001573,N,4,9/26/2008,"Topic=(""soil respiration"")",,WOS:000180874100003,0886-6236,,944,920,
2140,"Salminen, J; Liiri, M; Haimi, J",Responses of microbial activity and decomposer organisms to contamination in microcosms containing coniferous forest soil,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,53,1,93,103,2002,,1,,,10.1006/eesa.2001.2215,N,4,9/26/2008,"Topic=(""soil respiration"")",,WOS:000177979800015,0147-6513,,944,920,
2141,"Sanchez, ML; Ozores, MI; Colle, R; Lopez, MJ; De Torre, B; Garcia, MA; Perez, I",Soil CO2 fluxes in cereal land use of the Spanish plateau: influence of conventional and reduced tillage practices,CHEMOSPHERE,47,8,837,844,2002,,4,Y,Y,,N,2,9/26/2008,"Topic=(""soil respiration"")",,WOS:000176086700004,0045-6535,Harrison,945,921,
2142,"Savage, Kathleen; Borken, Werner; Davidson, Eric; Trumbore, Susan",Drought effects on soil respiration in a temperate forest.,Ecological Society of America Annual Meeting Abstracts,87,,421,,2002,,0,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV200300075484,,,945,921,
2143,"Saviozzi, A; Bufalino, P; Levi-Minzi, R; Riffaldi, R",Biochemical activities in a degraded soil restored by two amendments: a laboratory study,BIOLOGY AND FERTILITY OF SOILS,35,2,96,101,2002,,13,,,10.1007/s00374-002-0445-9,N,4,9/26/2008,"Topic=(""soil respiration"")",,WOS:000175329600005,0178-2762,,945,921,
2144,"Schaefer, K; Denning, AS; Suits, N; Kaduk, J; Baker, I; Los, S; Prihodko, L",Effect of climate on interannual variability of terrestrial CO2 fluxes,GLOBAL BIOGEOCHEMICAL CYCLES,16,4,,,2002,,14,,,10.1029/2002GB001928,N,4,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,WOS:000180874100049,0886-6236,,945,921,
2145,"Schmid, Hape; Oliphant, Andrew; Wayson, Craig; Randolph, J. C.",An assessment of the spatial variability of biophysical factors near a CO2 flux tower in a deciduous forest and its influence on annual estimates of net ecosystem exchange,Ecological Society of America Annual Meeting Abstracts,87,,257,,2002,,0,,,,N,4,9/26/2008,"Topic=(""net ecosystem exchange"" or ""net ecosystem production"" not ""soil respiration"")",,BIOSIS:PREV200200604680,,,945,921,
2146,"Scott-Denton, Laura E.; Monson, Russell K.",Spatial and temporal controls over soil respiration rates at a high-elevation Colorado forest,Ecological Society of America Annual Meeting Abstracts,87,,261,,2002,,0,,,,N,4,9/26/2008,"Topic=(""soil respiration"")",,BIOSIS:PREV200200615570,,,945,921,
